frame,channel_id,x,y,area,length,mean_intensity,is_dividing
168,2,314,666,210.5,30,75.20816326530613,True
168,1,237,675,253.5,35,74.73037542662117,True
168,21,1758,663,255.5,31,102.05841924398625,True
169,4,469,673,276.5,43,71.21913580246913,True
169,9,849,668,198.5,30,71.60085836909872,True
169,7,696,670,118.5,20,67.53846153846153,True
169,2,314,668,190.5,28,71.54260089686099,True
169,1,237,676,269.5,34,85.84789644012946,True
169,6,621,678,97.5,18,66.45,True
169,21,1758,663,278.0,31,114.68888888888888,True
170,4,468,674,293.5,44,70.21637426900584,True
170,10,922,666,309.5,38,80.3153409090909,True
170,7,696,670,121.0,20,62.46206896551724,True
170,2,314,667,204.5,30,71.92887029288703,True
170,6,620,679,126.5,20,64.03311258278146,True
170,21,1758,663,259.0,31,96.72542372881355,True
171,17,1455,669,241.5,33,69.11111111111111,True
171,10,923,666,284.5,38,69.07645259938838,True
171,2,314,668,216.5,30,66.40239043824701,True
171,6,621,678,116.5,19,55.97857142857143,True
172,17,1456,669,228.0,33,70.57142857142857,True
172,18,1531,685,273.5,33,89.44694533762058,True
172,8,772,667,113.0,22,61.48201438848921,True
172,6,621,677,124.0,20,63.36912751677852,True
172,21,1758,663,269.5,32,98.26797385620915,True
173,17,1455,667,215.0,34,59.58102766798419,True
173,7,695,671,123.5,20,55.75,True
173,2,314,667,227.0,33,62.41287878787879,True
173,0,161,684,226.0,34,56.95454545454545,True
173,8,772,666,115.5,22,51.47887323943662,True
173,6,621,677,123.0,20,54.86394557823129,True
173,20,1681,664,307.0,44,74.31549295774649,True
174,17,1455,666,245.5,36,61.35664335664335,True
174,9,848,667,229.0,32,63.59245283018868,True
174,7,696,669,128.0,20,56.098684210526315,True
174,13,1152,663,288.0,47,52.551622418879056,True
174,2,314,666,218.0,33,62.03125,True
174,8,773,665,118.0,25,48.61224489795918,True
175,9,849,667,217.5,33,65.69019607843137,True
175,7,695,670,122.0,20,56.082191780821915,True
175,15,1303,663,229.0,34,64.8544776119403,True
175,14,1226,663,267.0,38,70.33656957928802,True
175,2,314,669,233.0,35,65.46323529411765,True
175,6,621,673,140.5,24,58.485207100591715,True
175,4,467,666,341.5,50,65.55303030303031,True
175,21,1758,662,273.5,32,90.85209003215434,True
176,9,848,666,243.5,35,61.03180212014134,True
176,17,1456,668,230.0,34,58.07089552238806,True
176,10,923,665,300.5,38,65.34985422740525,True
176,7,696,669,119.5,21,47.93103448275862,True
176,15,1304,663,108.0,17,54.883720930232556,True
176,14,1226,665,241.5,36,56.677304964539005,True
176,2,315,672,233.5,33,60.2140221402214,True
176,20,1681,664,320.0,44,70.59239130434783,True
176,6,620,673,152.5,25,51.95628415300546,True
176,21,1758,663,277.0,32,76.60191082802548,True
177,9,849,665,240.5,37,55.9822695035461,True
177,18,1530,686,295.0,35,76.21492537313434,True
177,15,1304,663,117.0,17,57.54347826086956,True
177,0,162,678,221.5,37,51.4828897338403,True
177,8,774,665,147.5,29,43.812154696132595,True
177,20,1681,663,355.0,46,74.50123456790124,True
177,1,237,671,290.0,37,65.4367469879518,True
177,6,620,673,161.5,24,56.691099476439796,True
178,9,849,668,243.5,35,63.74911660777385,True
178,14,1226,664,290.0,41,63.66268656716418,True
178,15,1304,664,102.5,16,64.48387096774194,True
178,7,695,668,171.0,25,65.4,True
178,2,314,667,115.5,17,63.67883211678832,True
178,8,773,666,169.0,31,53.47549019607843,True
178,20,1681,662,334.5,47,77.16580310880829,True
178,1,238,671,286.5,38,73.0030395136778,True
178,6,618,673,185.5,26,57.86111111111111,True
179,9,849,668,224.5,36,57.45660377358491,True
179,3,390,665,230.5,27,83.71374045801527,True
179,15,1303,663,118.0,17,61.22857142857143,True
179,7,695,669,159.0,25,55.670212765957444,True
179,8,773,667,161.5,30,46.474489795918366,True
179,1,237,673,302.0,36,75.00291545189505,True
180,9,849,667,238.0,40,59.97517730496454,True
180,22,1833,666,299.0,35,88.86686390532545,True
180,15,1303,666,118.5,17,66.14999999999999,True
180,7,697,673,113.5,19,59.4014598540146,True
180,2,315,666,130.5,17,74.10457516339869,True
180,8,773,666,84.0,16,53.78846153846154,True
180,1,237,672,301.5,37,76.19825072886297,True
180,6,619,675,170.0,25,60.155,True
181,9,848,667,250.5,38,53.829351535836174,True
181,22,1833,665,305.5,34,81.83188405797101,True
181,15,1301,663,124.5,17,59.04794520547945,True
181,7,695,668,159.0,28,50.376963350785346,True
181,2,315,665,135.0,18,65.59493670886076,True
181,20,1680,661,330.5,48,69.96083550913838,True
181,18,1528,752,378.0,40,88.24113475177305,True
181,1,236,671,300.0,36,74.22287390029325,True
182,9,848,665,254.5,39,50.86912751677852,True
182,3,388,660,215.5,27,72.50607287449392,True
182,16,1378,660,363.5,51,60.62529832935561,True
182,7,695,666,161.0,28,48.51813471502591,True
182,15,1302,665,113.5,16,56.16417910447761,True
182,2,313,662,127.0,18,60.61073825503355,True
182,18,1528,746,360.0,39,85.02722772277228,True
182,1,236,669,298.0,36,68.47197640117994,True
183,0,163,675,129.0,23,51.67307692307692,True
183,9,848,660,260.0,43,55.14657980456026,True
183,7,696,663,171.5,27,54.12315270935961,True
183,16,1379,657,366.5,54,61.75764705882352,True
183,15,1301,675,135.0,18,64.96815286624204,True
183,2,313,659,140.0,19,62.693251533742334,True
183,18,1528,749,348.0,39,89.48979591836734,True
183,1,236,667,289.0,35,67.67173252279635,True
183,14,1226,660,137.5,21,56.42944785276074,True
184,15,1303,669,116.5,18,58.35251798561151,True
184,2,313,661,132.5,19,65.63694267515923,True
184,17,1453,663,112.0,18,63.48507462686567,True
184,18,1529,748,382.5,43,91.98139534883721,True
184,1,236,668,306.5,37,75.33333333333333,True
184,14,1226,661,152.5,23,61.56666666666667,True
185,0,163,677,131.5,21,58.85350318471338,True
185,16,1378,660,392.5,55,63.18362831858407,True
185,15,1301,660,125.0,18,59.31292517006803,True
185,2,313,662,133.5,19,59.840764331210195,True
185,8,771,665,215.5,37,53.30739299610895,True
185,17,1454,664,128.5,19,62.375,True
185,1,236,670,286.0,35,74.84355828220859,True
185,14,1226,662,130.5,22,53.98726114649682,True
186,0,163,677,121.0,20,56.262068965517244,True
186,15,1303,662,118.0,18,56.12765957446808,True
186,2,313,662,148.0,20,65.04624277456647,True
186,8,770,668,105.5,17,51.58267716535433,True
186,18,1528,751,411.5,44,88.6355748373102,True
186,14,1226,663,134.0,22,53.0375,True
186,1,235,670,291.0,35,70.14501510574019,True
187,4,467,663,231.5,35,53.191881918819185,True
187,0,162,677,131.0,21,51.967948717948715,True
187,15,1302,662,148.5,21,55.09770114942528,True
187,2,313,663,139.0,19,63.07361963190184,True
187,17,1452,666,136.0,19,63.08805031446541,True
187,21,1757,659,292.5,35,74.21084337349399,True
187,10,920,664,304.5,39,67.41091954022988,True
188,4,465,662,231.5,35,57.81918819188192,True
188,0,163,677,141.0,23,57.55357142857142,True
188,2,312,665,129.5,18,63.33552631578947,True
188,14,1226,665,133.5,22,54.66875,True
188,21,1757,659,289.5,35,78.04863221884499,True
188,1,235,671,282.5,35,70.96904024767802,True
188,15,1301,661,153.0,22,60.87150837988827,True
189,2,312,665,148.5,19,74.73988439306358,True
189,18,1527,772,450.5,47,100.00994035785287,True
189,17,1452,676,134.0,18,71.4203821656051,True
189,4,463,662,259.5,37,67.7109634551495,True
189,14,1226,666,129.5,24,57.664556962025316,True
189,10,920,664,312.5,41,72.29526462395543,True
189,21,1756,660,296.0,35,90.39285714285714,True
189,5,541,671,119.0,18,61.75177304964539,True
190,0,160,675,142.0,22,49.660714285714285,True
190,2,312,664,154.5,21,56.18888888888889,True
190,15,1301,661,141.5,21,51.61077844311377,True
190,17,1452,675,146.0,20,56.65882352941176,True
190,8,769,670,262.0,42,47.100649350649356,True
190,6,618,666,100.0,16,47.74166666666667,True
190,22,1834,665,320.0,39,62.68406593406594,True
190,21,1756,660,309.5,36,73.54415954415954,True
190,5,541,669,136.0,21,48.565217391304344,True
191,0,159,676,152.0,23,49.18994413407821,True
191,2,312,664,152.0,21,53.3314606741573,True
191,17,1452,669,147.0,20,53.348837209302324,True
191,4,465,662,257.0,36,53.95302013422819,True
191,6,617,665,112.0,18,45.656716417910445,True
191,14,1226,668,145.0,24,43.67630057803468,True
191,20,1681,661,414.0,54,62.70974576271186,True
192,0,161,677,163.0,24,54.90625,True
192,2,312,665,147.5,20,59.895348837209305,True
192,18,1527,771,500.5,49,86.94404332129965,True
192,15,1302,661,156.5,23,53.711956521739125,True
192,19,1605,661,720.0,88,66.74538745387454,True
192,17,1453,669,140.0,20,55.127272727272725,True
192,6,618,664,101.0,17,49.861788617886184,True
192,20,1682,661,397.0,53,67.03956043956045,True
193,0,161,677,152.5,24,60.53038674033149,True
193,2,312,665,156.0,20,72.60773480662984,True
193,12,1072,669,552.0,80,64.15723270440252,True
193,4,465,662,291.0,38,75.44744744744744,True
193,17,1453,668,143.0,20,64.20238095238095,True
193,6,618,665,118.5,18,56.80141843971631,True
193,20,1681,663,370.0,52,75.32629107981221,True
194,-1,146,1161,51.5,10,47.81818181818182,True
194,8,769,670,136.5,21,46.31481481481481,True
194,18,1527,770,244.0,25,83.46350364963503,True
194,17,1454,667,142.5,21,54.595238095238095,True
194,3,387,662,236.0,29,67.44074074074074,True
194,1,236,670,304.5,36,67.45507246376812,True
194,21,1756,662,295.0,34,70.2185628742515,True
194,14,1224,666,394.0,61,47.76688453159042,True
195,8,768,686,137.5,21,47.12269938650307,True
195,2,313,664,160.0,24,52.1968085106383,True
195,4,464,663,267.5,37,60.68284789644013,True
195,6,618,662,138.0,21,51.47852760736196,True
195,15,1302,661,157.0,24,52.42702702702703,True
195,3,387,661,250.0,29,75.6725352112676,True
195,1,235,669,322.0,37,71.51648351648352,True
195,20,1682,660,385.0,54,62.259009009009006,True
195,7,695,670,242.0,37,52.471830985915496,True
196,9,848,665,138.5,24,51.33532934131737,True
196,2,313,663,174.5,25,63.47549019607843,True
196,6,619,662,125.5,20,58.63333333333334,True
196,0,161,677,168.5,28,54.66169154228856,True
196,3,387,660,263.0,30,86.47986577181207,True
196,1,235,670,318.0,36,86.03621169916434,True
196,18,1528,768,504.0,51,99.48571428571428,True
197,8,769,682,147.0,25,53.94886363636364,True
197,2,312,662,178.5,26,60.688995215311,True
197,16,1377,660,225.0,31,67.55555555555556,True
197,6,619,662,131.5,21,54.94267515923567,True
197,9,848,664,149.0,27,52.82777777777778,True
197,15,1303,660,157.0,24,61.45698924731183,True
197,1,235,670,295.5,34,78.14328358208955,True
197,18,1527,769,522.5,50,101.02768166089966,True
198,9,846,663,386.5,56,64.62192393736018,True
198,8,768,684,167.0,26,52.61928934010152,True
198,4,466,662,298.5,39,69.27777777777777,True
198,17,1454,665,149.5,22,63.76136363636364,True
198,2,312,662,184.5,26,61.55813953488372,True
198,1,235,669,310.5,35,81.47008547008548,True
198,18,1527,769,508.5,50,106.66134751773049,True
199,8,769,679,151.5,26,50.35164835164836,True
199,6,618,658,133.0,21,49.58227848101266,True
199,9,848,663,151.5,26,50.78021978021978,True
199,17,1453,660,157.0,23,57.16847826086956,True
199,2,312,659,189.5,26,59.599999999999994,True
199,1,235,667,313.5,34,85.1586402266289,True
199,20,1682,656,399.5,56,67.82173913043478,True
200,8,769,677,159.0,25,61.60106382978723,True
200,16,1375,655,251.5,33,82.5363321799308,True
200,17,1453,660,165.0,23,73.17708333333333,True
200,3,386,656,287.5,31,103.7716049382716,True
200,1,235,666,304.5,34,101.8600583090379,True
200,0,161,671,181.5,33,57.19634703196347,True
200,5,541,665,173.5,26,64.62926829268292,True
201,8,770,675,151.0,27,59.01648351648352,True
201,18,1528,757,275.5,28,123.25566343042071,True
201,2,313,657,200.0,29,76.21459227467811,True
201,3,386,654,315.0,34,106.25141242937853,True
201,0,160,671,205.5,35,58.759183673469394,True
201,17,1453,660,158.5,22,75.87567567567568,True
201,21,1756,653,333.5,39,97.92572944297082,True
202,16,1379,654,261.0,35,105.59136212624585,True
202,18,1528,753,250.0,27,148.61837455830388,True
202,9,848,662,161.0,27,81.578125,True
202,8,769,668,191.5,30,82.86283185840708,True
202,3,387,656,269.5,31,117.91503267973856,True
202,17,1453,658,178.0,25,103.3623188405797,True
202,21,1755,653,330.0,39,128.23796791443849,True
203,16,1377,654,281.5,36,90.3944099378882,True
203,18,1527,747,291.0,31,128.60244648318042,True
203,4,465,658,316.5,41,90.98071625344353,True
203,2,314,657,224.0,32,79.31153846153846,True
203,21,1756,654,327.0,39,102.16442048517521,True
204,12,1075,667,160.0,24,87.67021276595744,True
204,6,618,656,184.5,26,87.84186046511628,True
204,4,466,658,343.0,42,105.30077120822621,True
204,2,313,658,209.0,31,85.1061224489796,True
204,21,1755,654,346.5,39,121.46938775510203,True
205,12,1075,667,136.0,22,75.53703703703704,True
205,6,616,658,165.0,25,80.88205128205128,True
205,9,847,661,412.5,62,83.06680584551147,True
205,2,313,658,230.5,32,89.05223880597015,True
205,17,1453,659,185.5,28,90.38532110091744,True
205,0,160,668,272.0,44,74.60625,True
206,6,616,657,187.0,28,60.347031963470315,True
206,18,1527,737,306.0,31,117.63742690058479,True
206,12,1072,670,157.0,25,64.94086021505377,True
206,0,160,669,269.5,42,60.99367088607595,True
207,16,1378,654,276.5,38,75.21630094043887,True
207,2,313,657,255.5,36,68.68350168350167,True
207,6,617,659,177.0,27,62.519230769230774,True
207,8,770,660,426.0,72,57.20517928286853,True
207,12,1073,670,155.5,25,58.043243243243246,True
207,14,1225,662,135.5,24,53.54268292682927,True
208,16,1378,654,298.0,41,60.97376093294461,True
208,8,770,663,220.5,36,46.86973180076628,True
208,6,616,658,184.0,29,47.294930875576036,True
208,2,314,658,236.5,35,51.44765342960289,True
209,16,1378,655,268.0,40,61.39297124600639,True
209,2,313,659,268.5,36,60.7831715210356,True
209,8,769,667,84.0,17,45.02857142857143,True
209,17,1455,659,208.5,31,58.66393442622951,True
209,12,1071,669,159.5,24,51.26063829787234,True
209,18,1527,730,298.5,30,106.58682634730539,True
210,16,1377,655,301.0,42,68.98275862068965,True
210,6,616,658,208.5,30,64.51440329218107,True
210,2,313,658,126.0,18,59.248322147651,True
210,17,1454,658,230.5,32,71.17228464419476,True
210,0,162,669,133.0,22,55.23270440251573,True
210,21,1756,655,341.5,41,81.04651162790698,True
210,18,1527,726,313.5,32,118.29714285714286,True
211,3,387,658,287.5,32,88.61538461538461,True
211,12,1072,669,171.0,25,58.46268656716418,True
211,14,1226,671,119.0,21,47.80555555555555,True
211,0,162,670,138.0,21,59.263803680981596,True
211,15,1302,656,267.0,36,66.75895765472313,True
211,20,1681,656,426.0,59,72.6061224489796,True
212,3,388,658,290.5,31,109.62996941896024,True
212,12,1073,670,150.5,23,65.06741573033707,True
212,6,618,660,230.5,31,66.66917293233082,True
212,14,1227,671,83.0,18,51.51428571428572,True
212,0,162,670,140.5,22,64.45508982035929,True
212,10,921,661,413.5,57,72.28,True
213,3,388,659,281.0,31,97.59305993690852,True
213,6,619,660,196.5,31,60.16379310344828,True
213,14,1226,671,107.0,20,48.734848484848484,True
213,5,540,688,237.0,36,58.801444043321304,True
213,0,162,670,135.0,23,54.166666666666664,True
213,18,1528,722,307.5,32,125.07246376811594,True
213,20,1682,656,442.5,60,72.80867850098619,True
214,6,619,661,229.5,32,68.65037593984962,True
214,17,1454,669,235.0,32,72.49815498154982,True
214,12,1073,673,160.0,24,62.28042328042328,True
214,18,1528,723,322.0,32,129.67966573816156,True
214,20,1682,657,448.0,60,79.86549707602339,True
215,3,388,660,301.5,32,118.05604719764011,True
215,6,619,660,208.0,33,69.2479674796748,True
215,21,1756,659,367.0,44,94.23317307692308,True
215,5,541,672,247.5,38,69.83793103448276,True
215,0,162,672,147.5,22,63.97701149425287,True
215,18,1528,720,314.5,32,151.0369318181818,True
215,7,694,679,308.5,52,66.28493150684932,True
216,3,388,662,292.5,33,115.90634441087613,True
216,21,1756,659,392.0,46,92.1512415349887,True
216,1,235,667,322.5,36,105.6969696969697,True
216,5,540,676,289.5,40,71.27544910179641,True
216,15,1300,657,300.0,39,84.24709302325581,True
216,2,314,660,148.0,23,72.08571428571429,True
216,7,694,679,364.0,55,70.23167848699764,True
217,1,234,668,309.5,35,111.54441260744986,True
217,5,542,664,263.5,42,74.2516129032258,True
217,0,161,672,148.0,23,73.85142857142857,True
217,2,314,659,150.0,23,75.62711864406779,True
217,3,387,665,301.0,32,127.72781065088758,True
217,18,1527,718,329.5,33,152.58152173913044,True
218,14,1227,672,55.5,12,48.68055555555555,True
218,11,995,663,320.0,40,78.55219780219781,True
218,2,314,661,141.5,21,63.143712574850305,True
218,6,616,660,263.0,37,62.062295081967214,True
219,21,1757,659,384.5,47,108.01144164759725,True
219,11,996,660,302.5,39,97.48843930635837,True
219,2,314,661,125.0,21,75.7748344370861,True
219,14,1223,674,376.0,61,73.17687074829932,True
219,6,616,659,274.0,37,83.70253164556962,True
219,18,1526,717,332.5,33,167.76819407008088,True
220,3,386,668,346.0,36,136.65891472868216,True
220,11,995,664,325.0,42,98.19946091644205,True
220,5,538,661,280.5,42,83.44648318042813,True
220,12,1074,666,101.0,17,70.21311475409837,True
220,2,312,663,139.5,21,82.81818181818181,True
220,18,1525,718,335.0,32,169.74598930481284,True
220,10,921,661,209.5,29,92.52263374485598,True
221,22,1831,676,131.0,20,75.46451612903226,True
221,5,539,661,257.0,44,70.37377049180328,True
221,0,158,671,165.5,30,64.27,True
221,20,1680,657,448.0,63,92.97864077669902,True
221,6,616,661,273.5,40,77.92767295597484,True
221,18,1526,717,330.5,34,166.46756756756758,True
222,3,386,674,351.0,36,118.58928571428571,True
222,22,1832,678,124.0,20,61.44594594594595,True
222,5,540,660,321.5,44,71.86216216216216,True
222,2,312,662,159.5,22,70.96774193548387,True
222,21,1756,659,388.5,48,81.26530612244898,True
222,6,616,661,315.0,42,70.05524861878453,True
222,10,919,662,216.0,29,79.0722891566265,True
223,22,1832,680,135.5,20,74.54375,True
223,9,845,664,340.5,48,82.76081424936388,True
223,3,387,675,306.0,35,117.67919075144508,True
223,17,1450,661,322.0,40,98.80108991825612,True
223,18,1526,716,327.5,33,155.2,True
224,16,1376,659,179.5,27,65.9004739336493,True
224,9,846,665,321.5,47,64.58981233243968,True
224,0,159,668,197.0,35,57.41101694915254,True
224,12,1074,668,116.0,18,61.108695652173914,True
224,3,386,675,357.0,37,117.01002506265664,True
224,10,922,663,183.0,27,68.29302325581395,True
224,19,1602,663,546.0,63,90.07003257328991,True
224,18,1526,715,336.0,33,147.6417112299465,True
225,22,1833,682,141.0,21,64.53892215568862,True
225,9,847,667,293.0,47,64.76744186046511,True
225,12,1074,667,122.0,19,67.82758620689656,True
225,3,387,677,356.5,35,114.30653266331659,True
225,17,1451,661,298.5,40,78.01749271137027,True
225,10,920,663,197.0,28,72.31304347826087,True
225,18,1527,715,333.0,34,143.03494623655916,True
226,2,313,663,173.5,25,73.18226600985221,True
226,11,996,671,383.0,51,81.6917808219178,True
226,22,1833,675,142.0,24,63.16470588235294,True
226,8,772,665,166.5,29,68.465,True
226,10,922,663,197.0,29,79.83549783549783,True
226,18,1527,715,354.0,35,163.95431472081216,True
227,22,1833,678,162.5,26,56.17616580310881,True
227,2,313,663,213.5,27,76.52653061224491,True
227,0,159,669,245.5,42,60.304794520547944,True
227,5,542,660,291.5,47,61.59766763848396,True
227,6,617,661,174.5,25,66.9656862745098,True
227,10,921,662,218.5,30,78.0197628458498,True
227,18,1527,715,369.0,36,145.40975609756097,True
228,0,160,668,109.0,19,70.93181818181819,True
228,5,541,659,369.5,50,77.52830188679245,True
228,12,1075,666,124.5,20,71.2214765100671,True
228,10,920,662,206.0,29,82.3375,True
228,18,1527,715,376.0,37,163.49164677804296,True
228,4,466,662,403.5,51,93.65141612200436,True
229,22,1834,678,62.5,12,55.278481012658226,True
229,1,235,668,323.0,35,101.92561983471074,True
229,12,1075,667,122.5,20,60.38775510204081,True
229,0,160,670,120.0,19,60.90972222222222,True
229,8,770,668,169.5,28,58.21782178217822,True
229,21,1758,660,434.0,52,84.10204081632654,True
229,5,541,661,163.0,24,61.90625,True
229,10,921,663,226.0,31,71.62595419847328,True
229,4,465,663,407.5,50,78.11904761904762,True
230,22,1837,679,54.0,13,51.521126760563384,True
230,12,1077,666,130.0,20,71.05194805194806,True
230,0,162,668,127.5,20,63.96710526315789,True
230,8,773,671,177.5,31,62.821596244131456,True
230,16,1382,657,190.5,34,61.851528384279476,True
230,17,1454,661,335.0,44,84.04960835509138,True
230,5,544,660,158.0,23,70.16129032258065,True
230,18,1530,714,384.5,37,166.327868852459,True
230,4,469,662,394.0,50,85.58258928571428,True
231,15,1304,657,399.5,50,75.71365638766521,True
231,12,1077,666,128.0,19,60.90066225165563,True
231,0,163,668,111.5,21,51.43795620437956,True
231,9,850,661,74.0,14,46.69565217391304,True
231,6,619,659,191.5,27,62.38116591928251,True
231,18,1530,714,371.0,37,143.92493946731236,True
231,2,315,660,243.5,33,67.93594306049822,True
231,4,469,660,390.0,53,69.9082774049217,True
231,3,391,680,355.0,37,112.27638190954774,True
232,1,238,662,314.5,35,103.18926553672317,True
232,0,163,664,128.5,21,60.935064935064936,True
232,12,1076,659,157.5,23,68.03783783783784,True
232,22,1837,677,155.5,30,54.35263157894737,True
232,17,1455,656,342.0,46,76.69720101781171,True
232,3,390,676,348.5,36,118.3051282051282,True
233,0,161,666,129.0,21,60.214285714285715,True
233,8,770,662,200.0,35,56.347280334728026,True
233,12,1074,660,152.5,24,60.872928176795575,True
233,17,1452,658,365.0,47,78.38461538461539,True
233,2,314,659,256.0,37,69.31986531986531,True
233,4,467,657,438.0,56,77.8196392785571,True
233,3,389,678,364.5,38,118.76167076167076,True
233,22,1833,674,78.0,13,54.0,True
234,0,160,667,163.0,24,65.015625,True
234,12,1073,663,162.0,23,68.55555555555556,True
234,10,921,664,245.5,33,76.92579505300353,True
234,5,541,659,176.0,25,66.95121951219512,True
234,4,464,659,437.5,56,79.88353413654617,True
234,3,389,680,345.5,37,106.6046511627907,True
235,1,236,666,329.0,35,112.20325203252033,True
235,12,1074,662,163.5,25,64.21761658031089,True
235,10,921,666,265.5,35,72.6983606557377,True
235,17,1453,661,366.0,46,81.43645083932853,True
235,5,542,659,172.5,26,59.3448275862069,True
235,7,695,674,99.5,17,55.77685950413223,True
235,3,389,681,355.5,37,118.5062656641604,True
235,22,1834,681,78.0,15,50.54639175257732,True
236,16,1379,659,234.5,38,59.86642599277979,True
236,12,1075,665,147.0,22,65.20809248554913,True
236,10,920,666,260.0,35,69.74247491638796,True
236,17,1452,663,366.5,46,79.89208633093524,True
236,5,541,661,171.5,26,58.193069306930695,True
236,7,694,671,113.5,20,56.971014492753625,True
236,3,388,683,369.5,38,115.76513317191284,True
236,22,1834,685,90.0,15,59.30275229357798,True
237,1,235,668,322.5,34,109.24585635359115,True
237,0,159,672,150.5,22,74.68361581920904,True
237,8,768,661,221.0,37,64.83269961977186,True
237,14,1225,674,297.5,43,73.30724637681159,True
237,6,617,667,236.5,32,70.19047619047619,True
237,7,694,675,116.0,19,66.1726618705036,True
237,16,1378,660,262.0,39,67.44590163934426,True
238,12,1075,664,168.5,25,76.73737373737374,True
238,8,767,661,228.0,38,73.2730627306273,True
238,11,997,664,243.0,34,94.17437722419929,True
238,5,541,660,179.5,28,71.16037735849056,True
238,7,693,672,123.0,21,70.06756756756756,True
238,16,1377,660,265.0,39,81.72491909385114,True
239,13,1151,668,159.0,21,80.71891891891892,True
239,0,159,673,171.0,24,74.69849246231156,True
239,14,1225,667,317.0,46,68.93460490463215,True
239,2,312,677,257.5,44,56.509803921568626,True
239,7,694,674,129.5,20,60.06493506493507,True
239,22,1835,687,87.0,15,55.90566037735849,True
240,13,1151,668,166.5,22,82.70984455958549,True
240,1,236,667,335.5,36,112.83244680851064,True
240,0,160,671,161.5,25,70.97905759162305,True
240,5,542,660,183.0,29,61.39351851851851,True
240,7,694,681,115.5,19,62.52517985611511,True
241,13,1151,665,176.5,24,79.68446601941747,True
241,1,236,668,302.0,33,109.41470588235293,True
241,15,1302,659,501.0,64,92.12631578947368,True
241,5,543,660,161.5,27,66.56476683937824,True
241,6,619,673,222.5,33,66.65,True
241,7,694,678,140.0,22,68.07831325301206,True
241,3,388,677,376.0,37,136.63723150357995,True
242,13,1150,665,193.0,25,81.47533632286995,True
242,20,1681,658,492.5,66,87.1790780141844,True
242,1,236,666,335.5,36,119.58244680851064,True
242,0,160,672,161.5,24,77.31052631578947,True
242,2,313,691,129.5,24,61.17088607594937,True
242,7,694,679,120.5,19,67.93055555555556,True
242,22,1836,684,114.0,19,64.10218978102189,True
243,13,1150,666,192.0,26,76.5,True
243,1,236,668,332.5,35,119.17473118279571,True
243,11,996,663,283.0,39,76.61042944785277,True
243,2,312,687,147.0,24,65.70857142857143,True
243,6,619,667,264.5,37,72.34640522875817,True
243,7,694,676,138.5,21,69.21951219512195,True
243,18,1528,750,468.0,43,156.57170542635657,True
244,1,237,667,319.0,35,111.66852367688023,True
244,13,1152,663,186.0,26,79.75,True
244,7,697,672,139.5,21,69.55757575757576,True
244,16,1378,663,316.0,45,71.30958904109589,True
244,19,1606,658,196.5,23,93.74666666666667,True
245,1,237,666,323.0,36,102.5879120879121,True
245,7,697,672,131.5,20,71.3076923076923,True
245,16,1378,666,312.0,44,66.59444444444445,True
245,19,1606,657,193.0,24,86.07657657657657,True
246,3,389,673,428.0,44,113.85324947589099,True
246,13,1152,657,205.5,26,81.09322033898304,True
246,11,998,659,318.5,41,72.55494505494507,True
246,12,1076,665,186.0,27,66.44700460829493,True
246,2,313,669,185.0,28,67.41013824884793,True
246,7,697,667,146.0,24,61.40229885057471,True
246,4,467,658,242.5,41,63.80276816608997,True
246,19,1605,653,220.0,26,93.052,True
247,3,390,672,423.0,43,111.0677966101695,True
247,10,925,666,165.0,25,66.4020618556701,True
247,1,237,662,327.5,35,118.23705722070844,True
247,13,1152,656,196.0,26,82.34955752212389,True
247,16,1378,669,327.0,47,67.46825396825396,True
247,7,699,666,142.0,25,63.52631578947368,True
247,4,466,658,233.5,40,62.827338129496404,True
247,19,1605,652,212.0,25,87.73140495867769,True
248,3,389,670,435.0,44,115.22061855670103,True
248,12,1077,662,194.0,29,71.05726872246697,True
248,13,1153,656,188.0,26,75.77272727272727,True
248,7,697,668,145.5,22,67.04651162790698,True
248,16,1378,667,334.5,48,68.85788113695091,True
248,19,1606,652,213.5,25,87.0532786885246,True
249,13,1152,655,216.0,29,76.97590361445782,True
249,12,1075,662,197.0,30,68.47186147186147,True
249,4,467,656,116.0,21,56.645390070921984,True
249,5,544,653,231.0,32,68.69662921348315,True
249,16,1379,661,325.0,50,65.87598944591029,True
250,8,770,653,311.0,48,69.69146005509641,True
250,3,390,668,433.0,44,125.58385093167703,True
250,19,1606,651,215.5,27,98.20647773279353,True
250,12,1077,659,214.0,32,77.504,True
250,13,1152,655,219.5,28,88.48221343873517,True
250,2,313,659,414.0,64,71.41701244813278,True
250,7,697,667,152.5,23,78.86111111111111,True
250,16,1378,669,358.5,52,75.99759036144579,True
250,4,466,656,127.5,22,61.47402597402598,True
251,8,772,653,146.0,25,58.097142857142856,True
251,19,1607,652,222.5,27,86.26377952755905,True
251,1,237,660,346.0,36,113.51937984496125,True
251,5,543,655,256.5,33,69.28231292517006,True
251,11,1000,656,351.5,47,68.73449131513648,True
251,21,1759,655,276.0,37,70.05974842767296,True
252,7,696,666,179.0,26,59.985645933014354,True
252,17,1453,655,549.0,67,74.47258064516129,True
252,5,543,656,253.0,32,71.52068965517242,True
252,21,1760,655,258.0,38,61.76666666666667,True
252,22,1836,664,413.0,55,63.879492600422836,True
252,4,466,658,135.0,22,56.3167701863354,True
253,19,1607,653,216.5,28,99.02008032128514,True
253,5,543,658,235.0,30,83.20664206642066,True
